L
50
5
//room 0
(0,9,0,#)
(0,11,0,#)
(0,13,0,#)
(0,17,0,.)
(0,38,0,#)
(0,41,0,7)
(0,42,0,.)
(0,46,0,#)
(1,1,0,.)
(1,4,0,#)
(1,10,0,#)
(1,11,0,#)
(1,17,0,#)
(1,22,0,#)
(1,29,0,#)
(1,31,0,#)
(1,35,0,.)
(1,45,0,1)
(1,46,0,#)
(1,47,0,5)
(1,48,0,2)
(2,2,0,.)
(2,3,0,#)
(2,6,0,#)
(2,8,0,1)
(2,9,0,6)
(2,22,0,#)
(2,23,0,#)
(2,32,0,#)
(2,38,0,#)
(2,39,0,#)
(2,42,0,3)
(2,48,0,#)
(3,1,0,2)
(3,2,0,7)
(3,11,0,#)
(3,14,0,#)
(3,24,0,#)
(3,25,0,#)
(3,29,0,.)
(3,30,0,#)
(3,40,0,#)
(3,44,0,6)
(3,45,0,6)
(4,7,0,#)
(4,10,0,#)
(4,11,0,.)
(4,15,0,#)
(4,16,0,#)
(4,22,0,.)
(4,25,0,#)
(4,41,0,2)
(4,42,0,7)
(4,46,0,#)
(5,6,0,#)
(5,9,0,#)
(5,14,0,3)
(5,17,0,#)
(5,22,0,6)
(5,26,0,#)
(5,32,0,7)
(5,37,0,#)
(5,39,0,#)
(5,43,0,#)
(5,49,0,#)
(6,0,0,#)
(6,1,0,6)
(6,4,0,9)
(6,6,0,2)
(6,15,0,.)
(6,18,0,#)
(6,20,0,5)
(6,27,0,#)
(6,30,0,#)
(6,41,0,#)
(6,49,0,#)
(7,1,0,#)
(7,2,0,3)
(7,12,0,2)
(7,14,0,#)
(7,17,0,3)
(7,21,0,3)
(7,25,0,3)
(7,26,0,#)
(7,31,0,#)
(7,37,0,1)
(7,41,0,#)
(7,42,0,7)
(7,43,0,8)
(7,49,0,#)
(8,5,0,1)
(8,7,0,4)
(8,9,0,5)
(8,14,0,#)
(8,16,0,#)
(8,22,0,#)
(8,23,0,#)
(8,32,0,1)
(8,38,0,5)
(8,41,0,.)
(8,42,0,4)
(9,0,0,#)
(9,11,0,.)
(9,14,0,.)
(9,18,0,.)
(9,23,0,#)
(9,26,0,#)
(9,32,0,8)
(9,35,0,7)
(9,38,0,#)
(9,45,0,4)
(9,47,0,#)
(9,48,0,.)
(10,0,0,#)
(10,5,0,1)
(10,9,0,8)
(10,10,0,1)
(10,11,0,#)
(10,21,0,.)
(10,26,0,#)
(10,29,0,#)
(10,33,0,#)
(10,34,0,.)
(10,36,0,8)
(10,39,0,#)
(10,42,0,#)
(10,44,0,#)
(10,48,0,7)
(11,7,0,#)
(11,8,0,.)
(11,9,0,#)
(11,13,0,8)
(11,14,0,#)
(11,16,0,.)
(11,17,0,.)
(11,24,0,4)
(11,30,0,#)
(11,34,0,4)
(11,35,0,5)
(11,37,0,#)
(11,40,0,#)
(11,45,0,.)
(11,49,0,1)
(12,0,0,#)
(12,4,0,.)
(12,6,0,#)
(12,8,0,7)
(12,11,0,7)
(12,12,0,3)
(12,13,0,2)
(12,15,0,#)
(12,17,0,7)
(12,20,0,#)
(12,21,0,4)
(12,25,0,#)
(12,27,0,4)
(12,31,0,1)
(12,33,0,4)
(12,34,0,7)
(12,40,0,4)
(12,43,0,8)
(12,48,0,#)
(13,0,0,9)
(13,8,0,.)
(13,10,0,#)
(13,12,0,3)
(13,20,0,9)
(13,21,0,2)
(13,42,0,8)
(13,44,0,3)
(13,45,0,3)
(13,46,0,7)
(14,1,0,#)
(14,4,0,#)
(14,15,0,.)
(14,24,0,5)
(14,25,0,.)
(14,26,0,9)
(14,28,0,#)
(14,48,0,#)
(15,2,0,#)
(15,4,0,#)
(15,7,0,4)
(15,9,0,#)
(15,15,0,#)
(15,24,0,.)
(15,25,0,5)
(15,28,0,#)
(15,29,0,#)
(15,31,0,#)
(15,32,0,8)
(15,43,0,.)
(15,44,0,#)
(16,3,0,.)
(16,4,0,.)
(16,15,0,1)
(16,23,0,4)
(16,24,0,#)
(16,29,0,5)
(16,31,0,4)
(16,36,0,#)
(16,38,0,#)
(16,44,0,#)
(16,45,0,2)
(17,0,0,#)
(17,1,0,#)
(17,19,0,6)
(17,24,0,8)
(17,27,0,#)
(17,28,0,.)
(17,33,0,#)
(17,35,0,9)
(17,36,0,#)
(17,44,0,#)
(18,1,0,#)
(18,2,0,#)
(18,9,0,4)
(18,12,0,#)
(18,14,0,.)
(18,15,0,#)
(18,16,0,6)
(18,18,0,1)
(18,30,0,1)
(18,32,0,1)
(18,39,0,#)
(18,44,0,.)
(18,47,0,4)
(18,48,0,#)
(19,2,0,#)
(19,3,0,7)
(19,6,0,.)
(19,7,0,3)
(19,14,0,#)
(19,26,0,#)
(19,29,0,#)
(19,33,0,1)
(19,35,0,#)
(19,36,0,#)
(19,48,0,#)
(19,49,0,6)
(20,5,0,#)
(20,6,0,.)
(20,9,0,#)
(20,11,0,7)
(20,12,0,#)
(20,24,0,#)
(20,25,0,#)
(20,30,0,7)
(20,32,0,9)
(20,43,0,8)
(20,47,0,8)
(20,49,0,#)
(21,4,0,#)
(21,10,0,#)
(21,16,0,5)
(21,18,0,8)
(21,19,0,#)
(21,29,0,9)
(21,36,0,4)
(21,38,0,#)
(21,40,0,#)
(21,42,0,#)
(21,48,0,#)
(21,49,0,#)
(22,1,0,7)
(22,2,0,9)
(22,11,0,9)
(22,14,0,#)
(22,17,0,#)
(22,25,0,#)
(22,26,0,.)
(22,34,0,#)
(22,40,0,#)
(22,41,0,6)
(22,45,0,5)
(23,0,0,.)
(23,5,0,.)
(23,9,0,#)
(23,20,0,#)
(23,26,0,#)
(23,38,0,.)
(23,41,0,1)
(24,0,0,#)
(24,8,0,2)
(24,13,0,#)
(24,19,0,4)
(24,22,0,5)
(24,25,0,2)
(24,28,0,2)
(24,30,0,#)
(24,31,0,2)
(24,36,0,2)
(24,42,0,4)
(24,44,0,#)
(24,48,0,#)
(24,49,0,#)
(25,14,0,8)
(25,23,0,#)
(25,24,0,#)
(25,28,0,2)
(25,33,0,5)
(25,37,0,7)
(25,38,0,#)
(25,39,0,1)
(25,46,0,2)
(26,1,0,#)
(26,5,0,3)
(26,10,0,#)
(26,14,0,#)
(26,15,0,#)
(26,20,0,5)
(26,22,0,#)
(26,23,0,#)
(26,30,0,5)
(26,31,0,6)
(27,1,0,#)
(27,5,0,#)
(27,9,0,#)
(27,11,0,#)
(27,15,0,.)
(27,18,0,.)
(27,20,0,#)
(27,22,0,9)
(27,27,0,2)
(27,30,0,7)
(27,31,0,#)
(27,33,0,8)
(27,40,0,#)
(27,42,0,#)
(27,45,0,.)
(27,49,0,#)
(28,1,0,#)
(28,3,0,4)
(28,4,0,#)
(28,7,0,1)
(28,11,0,#)
(28,18,0,#)
(28,19,0,1)
(28,26,0,#)
(28,33,0,#)
(28,36,0,#)
(28,42,0,#)
(28,44,0,#)
(28,46,0,.)
(29,4,0,7)
(29,10,0,#)
(29,18,0,#)
(29,19,0,#)
(29,23,0,2)
(29,29,0,#)
(29,31,0,.)
(29,32,0,4)
(29,34,0,2)
(29,35,0,#)
(29,39,0,6)
(29,47,0,#)
(29,49,0,#)
(30,0,0,#)
(30,2,0,#)
(30,12,0,7)
(30,20,0,7)
(30,23,0,2)
(30,25,0,.)
(30,27,0,8)
(30,33,0,8)
(30,38,0,3)
(30,44,0,#)
(30,45,0,#)
(31,0,0,#)
(31,2,0,5)
(31,7,0,1)
(31,11,0,1)
(31,15,0,#)
(31,16,0,#)
(31,18,0,#)
(31,24,0,#)
(31,35,0,7)
(31,38,0,#)
(31,49,0,#)
(32,5,0,#)
(32,8,0,#)
(32,9,0,3)
(32,10,0,8)
(32,12,0,8)
(32,15,0,.)
(32,16,0,#)
(32,19,0,#)
(32,22,0,#)
(32,25,0,#)
(32,36,0,#)
(32,37,0,3)
(32,45,0,2)
(32,47,0,#)
(32,48,0,6)
(33,17,0,7)
(33,19,0,5)
(33,20,0,3)
(33,30,0,.)
(33,31,0,1)
(33,34,0,3)
(33,36,0,#)
(33,43,0,8)
(34,5,0,5)
(34,16,0,#)
(34,18,0,#)
(34,23,0,#)
(34,24,0,#)
(34,25,0,#)
(34,31,0,9)
(34,32,0,#)
(34,35,0,2)
(34,38,0,1)
(34,40,0,6)
(34,47,0,#)
(34,48,0,#)
(35,4,0,#)
(35,5,0,.)
(35,12,0,#)
(35,14,0,9)
(35,17,0,#)
(35,20,0,8)
(35,24,0,6)
(35,25,0,6)
(35,27,0,5)
(35,42,0,#)
(36,3,0,1)
(36,7,0,#)
(36,12,0,8)
(36,16,0,#)
(36,18,0,#)
(36,26,0,.)
(36,33,0,#)
(36,35,0,.)
(36,37,0,#)
(36,42,0,#)
(36,43,0,#)
(36,46,0,7)
(36,47,0,3)
(36,49,0,#)
(37,1,0,5)
(37,2,0,.)
(37,9,0,1)
(37,15,0,.)
(37,24,0,#)
(37,26,0,7)
(37,32,0,#)
(37,34,0,#)
(37,37,0,#)
(37,38,0,8)
(38,6,0,#)
(38,10,0,2)
(38,12,0,.)
(38,13,0,3)
(38,18,0,.)
(38,21,0,.)
(38,22,0,#)
(38,26,0,6)
(38,29,0,.)
(38,36,0,.)
(38,38,0,7)
(38,39,0,#)
(38,43,0,8)
(39,5,0,#)
(39,8,0,#)
(39,11,0,#)
(39,12,0,#)
(39,13,0,9)
(39,21,0,#)
(39,25,0,4)
(39,31,0,8)
(39,33,0,.)
(39,37,0,#)
(39,41,0,#)
(39,46,0,1)
(40,0,0,7)
(40,1,0,#)
(40,5,0,#)
(40,16,0,#)
(40,20,0,2)
(40,24,0,#)
(40,28,0,.)
(40,29,0,#)
(40,30,0,#)
(40,31,0,#)
(40,32,0,5)
(40,34,0,6)
(40,46,0,#)
(40,48,0,#)
(41,4,0,#)
(41,10,0,5)
(41,22,0,7)
(41,23,0,9)
(41,26,0,#)
(41,34,0,#)
(41,36,0,5)
(41,40,0,1)
(41,41,0,7)
(41,43,0,2)
(41,47,0,#)
(41,49,0,#)
(42,0,0,8)
(42,3,0,6)
(42,4,0,3)
(42,7,0,#)
(42,12,0,3)
(42,15,0,9)
(42,22,0,#)
(42,31,0,.)
(42,36,0,.)
(42,37,0,.)
(42,41,0,#)
(42,47,0,.)
(42,48,0,#)
(43,5,0,#)
(43,7,0,8)
(43,14,0,#)
(43,17,0,#)
(43,30,0,9)
(43,45,0,#)
(44,5,0,#)
(44,6,0,9)
(44,13,0,#)
(44,14,0,4)
(44,22,0,6)
(44,24,0,#)
(44,29,0,7)
(44,33,0,#)
(44,34,0,#)
(44,35,0,#)
(44,43,0,#)
(44,45,0,#)
(44,48,0,#)
(45,1,0,#)
(45,4,0,#)
(45,9,0,4)
(45,18,0,#)
(45,23,0,4)
(45,30,0,#)
(45,31,0,#)
(45,32,0,5)
(45,38,0,#)
(45,39,0,.)
(45,43,0,8)
(46,0,0,#)
(46,2,0,#)
(46,4,0,4)
(46,8,0,#)
(46,11,0,#)
(46,12,0,5)
(46,13,0,#)
(46,15,0,#)
(46,20,0,5)
(46,28,0,7)
(46,39,0,.)
(46,42,0,.)
(46,45,0,#)
(46,48,0,.)
(47,0,0,#)
(47,2,0,#)
(47,5,0,#)
(47,6,0,4)
(47,7,0,3)
(47,8,0,2)
(47,9,0,#)
(47,10,0,.)
(47,16,0,2)
(47,19,0,8)
(47,26,0,#)
(47,36,0,#)
(47,37,0,5)
(47,40,0,#)
(48,7,0,#)
(48,8,0,#)
(48,12,0,.)
(48,14,0,#)
(48,17,0,6)
(48,19,0,#)
(48,22,0,9)
(48,23,0,#)
(48,26,0,9)
(48,27,0,4)
(48,30,0,.)
(48,31,0,#)
(48,32,0,6)
(48,37,0,6)
(48,48,0,#)
(49,4,0,9)
(49,6,0,#)
(49,14,0,7)
(49,20,0,.)
(49,26,0,.)
(49,32,0,#)
(49,33,0,.)
(49,35,0,#)
(49,38,0,7)
(49,42,0,#)
(49,44,0,3)
//room 1
